MAL_ID,Name,Score,Genres,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
1221,Demashita! Powerpuff Girls Z,6.35,"Action, Comedy, Magic, School, Sci-Fi, Shoujo, Slice of Life, Super Power",Powerpuff Girls Z,出ましたっ！パワパフガールズZ,TV,52,"Jul 1, 2006 to Jun 30, 2007",Summer 2006,"TV Tokyo, Aniplex, Sony Music Entertainment",Unknown,Toei Animation,Other,25 min. per ep.,PG - Children,6637.0,3250,25329,151,1420,11661,2105,3820,6323,680.0,621.0,1356.0,2629.0,2422.0,1771.0,864.0,560.0,335.0,229.0
1222,Bokura ga Ita,7.31,"Slice of Life, Drama, Romance, Shoujo",Unknown,僕等がいた,TV,26,"Jul 4, 2006 to Dec 26, 2006",Summer 2006,"Marvelous, Pony Canyon, Delfi Sound",Unknown,Artland,Manga,25 min. per ep.,PG-13 - Teens 13 or older,2295.0,759,196379,2145,9282,107584,8541,12417,58555,9141.0,12416.0,19887.0,21884.0,12458.0,6556.0,3149.0,1310.0,844.0,721.0
1223,Ame to Shoujo to Watashi no Tegami,5.81,Shoujo,Unknown,雨と少女と私の手紙,ONA,1,"Feb 14, 2005",Unknown,Unknown,Unknown,Unknown,Unknown,6 min.,G - All Ages,8793.0,5270,8311,4,75,6386,57,76,1717,57.0,163.0,499.0,973.0,1222.0,996.0,469.0,222.0,119.0,104.0
1224,Aquarian Age: Sign for Evolution,6.12,"Action, Sci-Fi, Adventure, Music, Super Power, Supernatural, Romance, Fantasy, Shounen",Aquarian Age:Sign for Evolution,アクエリアンエイジ Sign for Evolution,TV,13,"Jan 11, 2002 to Mar 29, 2002",Winter 2002,Broccoli,ADV Films,Madhouse,Card game,24 min. per ep.,PG-13 - Teens 13 or older,7679.0,4575,11838,17,462,5422,536,827,4591,104.0,197.0,454.0,945.0,1006.0,755.0,358.0,141.0,79.0,61.0
1225,3x3 Eyes: Seima Densetsu,6.97,"Action, Adventure, Horror, Demons, Romance, Fantasy",3x3 Eyes:Legend of the Divine Demon,3×3 EYES聖魔伝説,OVA,3,"Jul 25, 1995 to Jun 25, 1996",Unknown,"Toei Animation, Bandai Visual, Kodansha",Geneon Entertainment USA,Studio Junio,Manga,45 min. per ep.,R - 17+ (violence & profanity),3730.0,4491,12438,46,254,8860,222,178,2924,357.0,624.0,1371.0,1941.0,1141.0,611.0,209.0,71.0,37.0,25.0
1226,Seihou Tenshi Angel Links,5.96,"Action, Adventure, Space, Comedy, Romance, Drama, Sci-Fi",Angel Links,星方天使エンジェルリンクス,TV,13,"Apr 7, 1999 to Jun 30, 1999",Spring 1999,Unknown,"Funimation, Bandai Entertainment",Sunrise,Novel,24 min. per ep.,PG-13 - Teens 13 or older,8369.0,5534,7429,5,340,3144,289,454,3202,69.0,90.0,202.0,591.0,608.0,475.0,238.0,141.0,65.0,34.0
1227,Shuten Douji,5.74,"Space, Supernatural, Demons, Historical, Horror, Sci-Fi, Shounen",Shuten Doji - The Star Hand Kid,手天童子,OVA,4,"Dec 21, 1989 to Dec 21, 1991",Unknown,Dynamic Planning,ADV Films,Studio Signal,Manga,50 min. per ep.,R+ - Mild Nudity,9036.0,8310,2488,4,142,943,65,113,1225,21.0,21.0,72.0,170.0,166.0,149.0,78.0,41.0,36.0,22.0
1228,Chivas 1-2-3,6.01,"Action, Comedy, Ecchi, Fantasy, Supernatural",Sorcerer on the Rocks,シーバス１-２-３,OVA,2,"Aug 21, 1999 to Sep 21, 1999",Unknown,Teichiku Entertainment,ADV Films,Daume,Manga,27 min. per ep.,R - 17+ (violence & profanity),8180.0,7802,3024,2,106,1701,64,76,1077,47.0,47.0,114.0,286.0,319.0,245.0,111.0,43.0,32.0,18.0
1230,Innocent Venus,6.84,"Adventure, Drama, Mecha, Military, Sci-Fi",Unknown,イノセント・ヴィーナス,TV,12,"Jul 27, 2006 to Oct 26, 2006",Summer 2006,Bandai Visual,ADV Films,Brain's Base,Original,23 min. per ep.,PG-13 - Teens 13 or older,4267.0,3326,24328,60,980,11983,1113,1131,9121,434.0,840.0,1952.0,2904.0,1887.0,1070.0,450.0,157.0,77.0,45.0
1231,Saber Marionette J to X,7.3,"Action, Adventure, Comedy, Harem, Mecha, Sci-Fi",Unknown,セイバーマリオネットJ to X,TV,26,"Oct 6, 1998 to Mar 30, 1999",Fall 1998,"TV Tokyo, Sotsu",Bandai Entertainment,Hal Film Maker,Unknown,25 min. per ep.,PG-13 - Teens 13 or older,2344.0,4485,12476,44,305,9036,380,385,2370,552.0,822.0,1584.0,1877.0,931.0,484.0,155.0,53.0,32.0,16.0
1232,Saber Marionette R,6.6,"Action, Comedy, Harem, Mecha, Sci-Fi",Saber Marionette R,SMガールズ セイバーマリオネットR,OVA,3,"May 24, 1995 to Sep 25, 1995",Unknown,Bandai Visual,"Bandai Entertainment, Media Blasters",Zero-G Room,Unknown,30 min. per ep.,PG-13 - Teens 13 or older,5356.0,5686,6930,8,139,4675,134,142,1840,155.0,240.0,517.0,835.0,732.0,414.0,181.0,64.0,37.0,14.0
1233,Aozora Shoujo-tai,6.51,"Action, Comedy, Military, Romance, Shounen",801 T.T.S. Airbats,青空少女隊,OVA,7,"Oct 21, 1994 to Aug 21, 1996",Unknown,Unknown,ADV Films,Studio Fantasia,Manga,28 min. per ep.,R+ - Mild Nudity,5850.0,5938,6218,13,243,3191,199,248,2337,81.0,153.0,343.0,726.0,612.0,340.0,130.0,68.0,19.0,16.0
1234,Hand Maid Mai,6.05,"Comedy, Ecchi, Romance, Sci-Fi",Unknown,ハンドメイドマイ,OVA,1,"Jan 18, 2003",Unknown,Lantis,Unknown,Tokyo Kids,Original,25 min.,PG-13 - Teens 13 or older,8047.0,7341,3647,1,108,2304,102,109,1024,41.0,62.0,159.0,337.0,375.0,240.0,123.0,58.0,42.0,21.0
1235,I''s Pure Bonus,6.48,"Ecchi, Comedy, Romance",I''s Pure Bonus,アイズピュア Bonus,Special,5,"Dec 18, 2005 to Jul 22, 2006",Unknown,Unknown,VIZ Media,Studio Pierrot,Manga,1 min. per ep.,R+ - Mild Nudity,5992.0,6037,5917,2,103,4309,117,94,1294,158.0,230.0,444.0,809.0,683.0,433.0,170.0,102.0,51.0,33.0
1236,SF Saiyuuki Starzinger,6.95,"Adventure, Mecha, Sci-Fi, Shounen, Space",Spaceketeers,ＳＦ西遊記 スタージンガー,TV,73,"Apr 2, 1978 to Aug 26, 1979",Spring 1978,Unknown,Unknown,Toei Animation,Original,25 min. per ep.,G - All Ages,3819.0,8730,2089,21,132,763,178,213,803,73.0,83.0,120.0,177.0,134.0,76.0,29.0,11.0,5.0,9.0
1237,One Piece: Oounabara ni Hirake! Dekkai Dekkai Chichi no Yume!,7.29,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power","One Piece Special:Open Upon the Great Sea! A Father's Huge, HUGE Dream!",ワンピース 大海原にひらけ! でっかいでっカイ父の夢!,Special,1,"Apr 6, 2003",Unknown,Unknown,Unknown,Toei Animation,Manga,46 min.,PG-13 - Teens 13 or older,2394.0,3290,24850,20,368,19103,271,186,4922,1313.0,1097.0,2536.0,3943.0,1871.0,821.0,193.0,92.0,38.0,40.0
1238,One Piece: Mamore! Saigo no Dai Butai,7.38,"Adventure, Comedy, Fantasy, Shounen",Unknown,ワンピース守れ! 最後の大舞台,Special,1,"Dec 14, 2003",Unknown,Unknown,Unknown,Toei Animation,Manga,45 min.,PG-13 - Teens 13 or older,1982.0,3350,23763,8,350,18063,254,187,4909,1356.0,1200.0,2492.0,3516.0,1680.0,710.0,198.0,65.0,39.0,37.0
1239,Bishoujo Senshi Sailor Moon SuperS,7.59,"Drama, Magic, Romance, Shoujo",Sailor Moon SuperS,美少女戦士セーラームーン Super S,TV,39,"Mar 4, 1995 to Mar 2, 1996",Spring 1995,TV Asahi,"VIZ Media, Geneon Entertainment USA",Toei Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1297.0,1528,90211,539,2356,70299,1874,1187,14495,7681.0,7056.0,10504.0,12197.0,6218.0,2830.0,933.0,278.0,145.0,111.0
1240,Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,7.54,"Drama, Magic, Shoujo",Sailor Moon SuperS the Movie:Black Dream Hole,美少女戦士 セーラームーン SuperS セーラー9戦士集結! ブラック・ドリーム・ホールの奇跡,Movie,1,"Dec 23, 1995",Unknown,Unknown,VIZ Media,"Toei Animation, Production Reed",Manga,1 hr.,PG-13 - Teens 13 or older,1440.0,2774,33948,74,320,28161,261,180,5026,2954.0,2633.0,3835.0,4911.0,2501.0,1145.0,335.0,102.0,46.0,51.0
1241,Mobile Suit Gundam SEED Destiny Final Plus: The Chosen Future,7.43,"Drama, Mecha, Military, Sci-Fi, Space",Mobile Suit Gundam SEED Destiny Final Plus:The Chosen Future,機動戦士ガンダムSEED DESTINY FINAL PLUS 『選ばれた未来』,OVA,1,"Dec 25, 2005",Unknown,Mainichi Broadcasting System,Bandai Entertainment,Sunrise,Original,47 min.,R - 17+ (violence & profanity),1815.0,3605,20576,57,262,16339,164,154,3657,1469.0,1794.0,2740.0,2767.0,1313.0,639.0,358.0,159.0,115.0,97.0
1243,Night Head Genesis,6.78,"Sci-Fi, Mystery, Psychological, Supernatural, Drama",Unknown,NIGHT HEAD GENESIS (ナイト ヘッド ジェネシス),TV,24,"Jun 17, 2006 to Dec 31, 2006",Summer 2006,"Actas, HoriPro, Four Some",Media Blasters,Bee Media,Manga,24 min. per ep.,R - 17+ (violence & profanity),4512.0,3199,26173,60,1511,9921,1837,2287,10617,492.0,838.0,1678.0,2450.0,1750.0,1077.0,550.0,231.0,128.0,109.0
1244,Ankoku Shindenshou Takegami,5.61,"Action, Mecha, Supernatural, Drama, Sci-Fi",Guardian of Darkness,暗黒神伝承 武神 (Takegami),OVA,3,"Mar 23, 1990 to Jan 24, 1992",Unknown,Unknown,Central Park Media,J.C.Staff,Original,43 min. per ep.,R - 17+ (violence & profanity),9386.0,9126,1769,3,82,731,50,91,815,15.0,18.0,35.0,93.0,134.0,119.0,79.0,41.0,18.0,13.0
1245,Shihaisha no Tasogare,5.83,"Action, Sci-Fi, Horror, Demons, Supernatural, Drama, Shoujo",Twilight Of The Dark Master,支配者の黄昏,OVA,1,"Jan 21, 1998",Unknown,Toei Video,Urban Vision,"Madhouse, Production Reed",Manga,50 min.,R+ - Mild Nudity,8727.0,5560,7316,15,201,4078,89,72,2876,70.0,124.0,300.0,652.0,721.0,594.0,350.0,163.0,76.0,48.0
1246,Yuugo: Koushounin,7.13,"Action, Military, Mystery, Psychological, Drama, Seinen",Yugo The Negotiator,勇午 ～交渉人～,TV,13,"Feb 24, 2004 to May 25, 2004",Winter 2004,G&G Entertainment,ADV Films,Artland,Manga,24 min. per ep.,R - 17+ (violence & profanity),3071.0,4869,10113,28,427,3526,375,518,5267,178.0,323.0,738.0,877.0,473.0,259.0,93.0,52.0,17.0,24.0
1247,Project BLUE Chikyuu SOS,6.67,"Sci-Fi, Adventure, Comedy, Shounen",Project Blue Earth SOS,Project BLUE 地球SOS,TV,6,"Jul 2, 2006 to Dec 3, 2006",Summer 2006,Unknown,"ADV Films, Funimation",A.C.G.T.,Unknown,45 min. per ep.,PG-13 - Teens 13 or older,5054.0,7861,2956,5,130,1140,163,188,1335,31.0,81.0,169.0,285.0,214.0,109.0,46.0,21.0,5.0,6.0
1248,Zone of the Enders: 2167 Idolo,6.9,"Action, Space, Mecha, Romance, Military, Drama, Sci-Fi",Z.O.E. 2167 Idolo,Z.O.E 2167 IDOLO,OVA,1,"Feb 21, 2001",Unknown,AT-X,ADV Films,Sunrise,Game,55 min.,PG-13 - Teens 13 or older,4026.0,5394,7878,11,158,4885,110,104,2621,154.0,286.0,757.0,1169.0,720.0,365.0,101.0,46.0,14.0,6.0
1249,"Zone of the Enders: Dolores, I",6.96,"Action, Adventure, Space, Comedy, Mecha, Military, Sci-Fi",Zone of the Enders:Dolores,"Z.O.E Dolores,i",TV,26,"Apr 7, 2001 to Sep 29, 2001",Spring 2001,"AT-X, TV Tokyo Music",ADV Films,Sunrise,Game,24 min. per ep.,PG-13 - Teens 13 or older,3767.0,4881,10097,33,417,4463,478,511,4228,166.0,316.0,757.0,1180.0,612.0,331.0,135.0,61.0,30.0,19.0
1250,Erementar Gerad,7.3,"Adventure, Comedy, Super Power, Magic, Romance, Fantasy, Shounen",Elemental Gelade,エレメンタルジェレイド,TV,26,"Apr 5, 2005 to Sep 27, 2005",Spring 2005,"TV Tokyo, Geneon Universal Entertainment, Sotsu, Victor Entertainment","Funimation, Discotek Media, Geneon Entertainment USA",Xebec,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2325.0,1587,85305,497,3647,51887,4082,4442,21247,3279.0,4969.0,9868.0,11831.0,6331.0,3267.0,1125.0,386.0,158.0,103.0
1251,Fushigi no Umi no Nadia,7.54,"Adventure, Comedy, Historical, Romance, Sci-Fi",Nadia:Secret of Blue Water,ふしぎの海のナディア,TV,39,"Apr 13, 1990 to Apr 12, 1991",Spring 1990,"NHK, Sogo Vision","ADV Films, Sentai Filmworks",Gainax,Original,25 min. per ep.,PG-13 - Teens 13 or older,1445.0,2270,49529,415,2679,18357,2494,1559,24440,1289.0,2354.0,4579.0,4234.0,1936.0,800.0,281.0,97.0,52.0,32.0
1252,Fushigi no Umi no Nadia: Original Movie,5.37,"Action, Adventure, Drama, Historical, Mystery, Romance, Sci-Fi",Nadia:The Secret of Blue Water - The Motion Picture,ふしぎの海のナディア 劇場用オリジナル版,Movie,1,"Jun 29, 1991",Unknown,NHK,Unknown,"Gainax, Group TAC",Original,1 hr. 27 min.,PG-13 - Teens 13 or older,9997.0,5966,6129,0,139,3080,105,111,2694,69.0,87.0,192.0,308.0,436.0,374.0,287.0,204.0,143.0,116.0
1253,Saint Seiya: Meiou Hades Meikai-hen,7.76,"Action, Adventure, Demons, Fantasy, Sci-Fi, Shounen, Super Power",Saint Seiya:The Hades Chapter - Inferno,聖闘士星矢 冥王ハーデス冥界編,OVA,12,"Dec 17, 2005 to Feb 6, 2007",Unknown,Unknown,Unknown,Toei Animation,Manga,25 min. per ep.,PG-13 - Teens 13 or older,902.0,2556,39785,184,705,33138,523,368,5051,3829.0,4265.0,7178.0,5707.0,2378.0,1055.0,395.0,138.0,61.0,64.0
1254,Saint Seiya,7.77,"Adventure, Fantasy, Sci-Fi, Shounen",Saint Seiya:Knights of the Zodiac,聖闘士星矢(セイントセイヤ),TV,114,"Oct 11, 1986 to Apr 1, 1989",Fall 1986,Unknown,"ADV Films, DiC Entertainment, Flatiron Film Company",Toei Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,874.0,1026,144978,4281,9540,93646,7729,7527,26536,13319.0,12942.0,21154.0,18730.0,8364.0,3689.0,1383.0,586.0,254.0,205.0
1255,Saint Seiya: Shinku no Shounen Densetsu,7.23,"Adventure, Fantasy, Sci-Fi, Shounen",Unknown,聖闘士星矢 真紅の少年伝説,Movie,1,"Jul 23, 1988",Unknown,Unknown,Discotek Media,Toei Animation,Unknown,1 hr. 15 min.,PG-13 - Teens 13 or older,2660.0,4370,13287,29,167,10601,123,101,2295,874.0,861.0,1523.0,2220.0,1139.0,570.0,220.0,94.0,33.0,24.0
1256,Saint Seiya: Jashin Eris,6.83,"Adventure, Sci-Fi, Shounen",Saint Seiya the Movie:Evil Goddess Eris,聖闘士星矢 邪神エリス,Movie,1,"Jul 18, 1987",Unknown,Unknown,Discotek Media,Toei Animation,Unknown,45 min.,PG-13 - Teens 13 or older,4296.0,4062,15762,15,182,13003,123,101,2353,785.0,721.0,1529.0,2734.0,1967.0,972.0,412.0,149.0,73.0,30.0
1257,Saint Seiya: Meiou Hades Juuni Kyuu-hen,8.06,"Adventure, Sci-Fi, Shounen",Saint Seiya:The Hades Chapter - Sanctuary,聖闘士星矢 冥王ハーデス十二宮編,OVA,13,"Nov 9, 2002 to Jul 25, 2003",Unknown,Unknown,Unknown,Toei Animation,Manga,25 min. per ep.,PG-13 - Teens 13 or older,466.0,2385,45191,373,897,37673,515,490,5616,5375.0,6092.0,8415.0,5424.0,2009.0,729.0,258.0,91.0,42.0,64.0
1258,Saint Seiya: Kamigami no Atsuki Tatakai,6.91,"Adventure, Sci-Fi, Shounen",Unknown,聖闘士星矢 神々の熱き戦い,Movie,1,"Mar 12, 1988",Unknown,Unknown,Discotek Media,Toei Animation,Unknown,45 min.,PG-13 - Teens 13 or older,3967.0,4256,14133,20,168,11369,124,104,2368,710.0,694.0,1385.0,2405.0,1613.0,777.0,313.0,118.0,60.0,32.0
1259,Saint Seiya: Tenkai-hen Josou - Overture,7.23,"Adventure, Sci-Fi, Shounen",Saint Seiya:The Heaven Chapter - Overture,聖闘士星矢 天界編 序奏 ~overture~,Movie,1,"Feb 14, 2004",Unknown,Shueisha,Unknown,Toei Animation,Manga,1 hr. 20 min.,PG-13 - Teens 13 or older,2662.0,3716,19464,56,222,15420,164,134,3524,1368.0,1468.0,2424.0,2988.0,1666.0,882.0,455.0,156.0,91.0,61.0
1260,Saint Seiya: Saishuu Seisen no Senshi-tachi,6.81,"Adventure, Sci-Fi, Shounen",Unknown,聖闘士星矢 最終聖戦の戦士たち,Movie,1,"Mar 18, 1989",Unknown,Unknown,Discotek Media,Toei Animation,Unknown,45 min.,PG-13 - Teens 13 or older,4390.0,4386,13156,14,175,10425,117,109,2330,684.0,639.0,1232.0,2060.0,1372.0,789.0,370.0,170.0,93.0,43.0
1261,Kyattou Ninden Teyandee,7.05,"Action, Comedy, Mecha, Super Power, Sci-Fi, Shounen",Samurai Pizza Cats,キャッ党忍伝てやんでえ,TV,54,"Feb 1, 1990 to Feb 12, 1991",Winter 1990,"Sotsu, Studio Nue, Dongyang Animation","Discotek Media, Saban Entertainment",Tatsunoko Production,Original,24 min. per ep.,G - All Ages,3467.0,4747,10845,62,394,5441,762,1170,3078,379.0,452.0,886.0,1410.0,870.0,457.0,195.0,79.0,41.0,36.0
1262,Macross II: Lovers Again,6.33,"Adventure, Space, Mecha, Military, Sci-Fi, Shounen",Unknown,超時空要塞マクロスII -Lovers Again-,OVA,6,"May 21, 1992 to Nov 21, 1992",Unknown,"Bandai Visual, Mainichi Broadcasting System, Big West, Hero Communication, Shogakukan",Manga Entertainment,AIC,Original,24 min. per ep.,PG-13 - Teens 13 or older,6742.0,4893,9998,22,211,6666,183,157,2781,167.0,285.0,696.0,1327.0,1185.0,778.0,362.0,143.0,65.0,38.0
1263,Suika,6.47,"Drama, Fantasy, Hentai, Romance",Wet Summer Days,水夏 ~SUIKA~,OVA,3,"Feb 25, 2003 to Jun 25, 2003",Unknown,Kitty Media,Unknown,APPP,Visual novel,30 min. per ep.,Rx - Hentai,Unknown,6527,4912,9,296,2628,171,185,1632,112.0,117.0,306.0,484.0,363.0,266.0,104.0,61.0,34.0,27.0
1264,Yoroiden Samurai Troopers,7.08,"Adventure, Samurai, Sci-Fi, Shounen",Ronin Warriors,鎧伝サムライトルーパー,TV,39,"Apr 30, 1988 to Mar 4, 1989",Spring 1988,Unknown,"Bandai Entertainment, Discotek Media",Sunrise,Original,23 min. per ep.,PG-13 - Teens 13 or older,3317.0,4098,15621,167,533,10110,787,884,3307,606.0,840.0,1682.0,2566.0,1331.0,732.0,261.0,106.0,47.0,24.0
1265,Yoroiden Samurai Troopers Gaiden,6.61,"Adventure, Fantasy, Samurai, Shounen",Ronin Warriors Gaiden,鎧伝サムライトルーパー外伝,OVA,2,"Apr 30, 1989 to Jun 1, 1989",Unknown,Unknown,"Bandai Entertainment, Discotek Media",Sunrise,Unknown,25 min. per ep.,PG-13 - Teens 13 or older,5343.0,8324,2447,8,66,1452,38,58,833,77.0,66.0,152.0,276.0,190.0,142.0,42.0,15.0,11.0,9.0
1266,Yoroiden Samurai Troopers Kikoutei Densetsu,6.57,"Adventure, Samurai, Fantasy, Shounen",Ronin Warriors Legend of Kikoutei,鎧伝サムライトルーパー輝煌帝伝説,OVA,4,"Oct 8, 1989 to Jan 11, 1990",Unknown,Unknown,"Bandai Entertainment, Discotek Media",Sunrise,Unknown,30 min. per ep.,PG-13 - Teens 13 or older,5526.0,8677,2110,6,60,1212,38,52,748,54.0,65.0,122.0,235.0,156.0,116.0,44.0,10.0,13.0,5.0
1267,Yoroiden Samurai Troopers Message,5.97,"Adventure, Fantasy, Samurai, Shounen",Ronin Warriors Message,鎧伝サムライトルーパーMESSAGE,OVA,5,"Mar 21, 1991 to Aug 23, 1991",Unknown,Unknown,"Bandai Entertainment, Discotek Media",Sunrise,Unknown,30 min. per ep.,PG-13 - Teens 13 or older,8321.0,8918,1936,5,57,1047,42,61,729,48.0,35.0,71.0,155.0,136.0,127.0,76.0,32.0,22.0,19.0
1268,Aquarian Age: Saga II - Don't Forget Me...,5.85,"Action, Super Power, Drama",Aquarian Age:The Movie,アクエリアンエイジ Saga II ~Don't forget me...~,OVA,1,"Nov 21, 2003",Unknown,Broccoli,Synch-Point,Madhouse,Card game,1 hr.,PG-13 - Teens 13 or older,8693.0,7754,3092,1,97,1440,93,90,1372,22.0,41.0,80.0,197.0,207.0,201.0,97.0,29.0,25.0,20.0
1269,Bio Hunter,5.94,"Action, Demons, Horror",Unknown,バイオ・ハンター,OVA,1,"Dec 8, 1995",Unknown,BMG Japan,Urban Vision,Madhouse,Manga,58 min.,R+ - Mild Nudity,8393.0,4827,10389,9,272,6154,113,90,3760,93.0,137.0,460.0,1120.0,1199.0,890.0,412.0,207.0,109.0,57.0
1270,Black Magic M-66,6.38,"Action, Military, Sci-Fi, Mecha",Unknown,ブラックマジックＭ（マリオ）－６６,OVA,1,"Jun 28, 1987",Unknown,"Bandai Visual, Network",Maiden Japan,"AIC, animate Film",Manga,48 min.,R - 17+ (violence & profanity),6483.0,4617,11671,19,278,7144,107,86,4056,119.0,225.0,759.0,1607.0,1498.0,796.0,292.0,99.0,55.0,31.0
1271,Kyoukasho ni Nai!,5.6,"Comedy, Romance, Ecchi, School",Very Private Lesson,教科書にないッ!,OVA,2,"Apr 21, 1998 to May 21, 1998",Unknown,Toei Video,Media Blasters,AIC,Manga,39 min. per ep.,R+ - Mild Nudity,9410.0,7172,3875,6,134,2192,78,97,1374,50.0,47.0,114.0,300.0,401.0,319.0,165.0,102.0,78.0,61.0
1272,Injuu Gakuen La Blue Girl,6.24,"Hentai, Demons",La Blue Girl,淫獣学園 La Blue Girl,OVA,6,"Jun 26, 1992 to Sep 10, 1993",Unknown,Daiei,"Central Park Media, Critical Mass Video",Unknown,Manga,45 min. per ep.,Rx - Hentai,Unknown,5541,7396,43,446,4153,330,474,1993,185.0,176.0,339.0,750.0,680.0,495.0,228.0,121.0,88.0,65.0
1273,Injuu Gakuen La☆Blue Girl: Fukkatsu-hen,6.13,"Hentai, Demons",La Blue Girl Returns,淫獣学園 La☆Blue Girl 復活篇,OVA,4,"May 25, 2001 to May 25, 2002",Unknown,Green Bunny,Kitty Media,Arms,Manga,30 min. per ep.,Rx - Hentai,Unknown,6989,4138,19,235,2422,165,175,1141,100.0,91.0,173.0,399.0,375.0,274.0,118.0,49.0,47.0,38.0
1274,Injuu Gakuen EX,6.11,"Hentai, Demons",Lady Blue,淫獣学園 EX,OVA,4,"Jul 26, 1996 to Nov 8, 1996",Unknown,Daiei,Unknown,Unknown,Unknown,30 min. per ep.,Rx - Hentai,Unknown,7873,2928,14,190,1544,132,112,950,70.0,49.0,106.0,228.0,227.0,159.0,72.0,39.0,35.0,22.0
1275,Can Can Bunny Extra,6.21,"Fantasy, Hentai, Romance",Can Can Bunny,きゃんきゃんバニーエクストラ,OVA,6,"Jan 19, 1996 to Apr 21, 1997",Unknown,"Pink Pineapple, Triple X",SoftCel Pictures,Unknown,Visual novel,28 min. per ep.,Rx - Hentai,Unknown,7752,3065,10,226,1513,156,158,1012,60.0,60.0,113.0,230.0,238.0,186.0,79.0,40.0,10.0,26.0
1276,Ys,6.49,"Action, Adventure, Demons, Drama, Fantasy, Magic",Unknown,Ys イース,OVA,7,"Nov 21, 1989 to Sep 5, 1991",Unknown,"Starchild Records, Nihon Falcom, Urban Product",Media Blasters,Tokyo Kids,Game,26 min. per ep.,PG-13 - Teens 13 or older,5933.0,5776,6692,13,295,2940,200,236,3021,88.0,118.0,332.0,650.0,545.0,325.0,154.0,58.0,23.0,17.0
1277,Ys: Tenkuu no Shinden - Adol Christine no Bouken,6.67,"Adventure, Fantasy, Magic, Demons, Drama",Ys II:Castle in the Heavens,Ys (イース) 天空の神殿 アドル=クリスティンの冒険,OVA,4,"Dec 16, 1992 to Jul 21, 1993",Unknown,"Kadokawa Shoten, Nihon Falcom",Media Blasters,Unknown,Game,30 min. per ep.,PG-13 - Teens 13 or older,5043.0,6749,4513,7,144,2290,102,92,1885,81.0,91.0,296.0,506.0,373.0,205.0,70.0,32.0,14.0,6.0
1278,Bishoujo Senshi Sailor Moon SuperS Gaiden: Ami-chan no Hatsukoi,7.3,"Comedy, Magic, Romance, Shoujo",Sailor Moon SuperS Plus:Ami's First Love,美少女戦士セーラームーンSuperS 外伝 亜美ちゃんの初恋,Special,1,"Dec 23, 1995",Unknown,Unknown,VIZ Media,Toei Animation,Manga,15 min.,PG-13 - Teens 13 or older,2318.0,3553,21161,22,213,16389,190,161,4208,1416.0,1194.0,1963.0,2933.0,1709.0,871.0,221.0,75.0,28.0,41.0
1279,Taiyou no Ko Esteban,7.69,"Adventure, Historical, Sci-Fi",The Mysterious Cities of Gold,太陽の子エステバン,TV,39,"Jun 29, 1982 to Jun 7, 1983",Summer 1982,DiC Entertainment,Unknown,Studio Pierrot,Novel,27 min. per ep.,PG-13 - Teens 13 or older,1064.0,4958,9728,82,298,5549,322,348,3211,594.0,688.0,1148.0,1118.0,447.0,207.0,43.0,24.0,13.0,18.0
1280,Mamono Hunter Youko,6.29,"Fantasy, Magic, Comedy, Supernatural, Horror",Devil Hunter Yohko,魔物ハンター妖子,OVA,6,"Dec 1, 1990 to Jul 1, 1995",Unknown,Toho,ADV Films,Madhouse,Original,36 min. per ep.,R+ - Mild Nudity,6961.0,4960,9700,23,365,4892,388,458,3597,118.0,186.0,475.0,1014.0,928.0,630.0,270.0,126.0,65.0,22.0
1281,Gakkou no Kaidan,7.68,"Mystery, Horror, Supernatural",Ghost Stories,学校の怪談,TV,19,"Oct 22, 2000 to Mar 25, 2001",Fall 2000,"Aniplex, Fuji TV","ADV Films, Discotek Media",Studio Pierrot,Original,24 min. per ep.,PG-13 - Teens 13 or older,1079.0,1232,117966,1148,11745,56120,8598,4595,36908,9244.0,7204.0,12303.0,12179.0,5428.0,2596.0,1254.0,625.0,332.0,288.0
1283,Choujuu Densetsu Gestalt,6.08,"Adventure, Comedy, Fantasy",Gestalt,超獣伝説ゲシュタルト,OVA,2,"Jan 22, 1997 to Feb 21, 1997",Unknown,"TV Tokyo, Half H.P Studio, Sony Music Entertainment",Media Blasters,Unknown,Manga,29 min. per ep.,PG-13 - Teens 13 or older,7887.0,7416,3551,5,72,2290,67,79,1043,52.0,69.0,180.0,389.0,417.0,293.0,149.0,74.0,33.0,20.0
1284,Houma Hunter Lime,6.03,"Comedy, Fantasy",Jewel BEM Hunter Lime,宝魔ハンターライム,OVA,3,"Oct 25, 1996 to Mar 7, 1997",Unknown,TBS,"Media Blasters, Sentai Filmworks",Production Reed,Visual novel,30 min. per ep.,PG-13 - Teens 13 or older,8125.0,9230,1721,1,72,850,40,68,691,17.0,26.0,53.0,136.0,172.0,126.0,55.0,30.0,9.0,4.0
